user_id,steam_id,playtime_forever,id
76561198068765460,76561198068765460,0,0
BarretaJrs,76561198078195232,0,0
Gborges,76561198081021515,1431,4000
lukeyturley,76561198108641918,207,7940
SergeantBash111,76561198057711253,17583,4000
76561197980751730,76561197980751730,0,0
76561198071872532,76561198071872532,924,550
PolygonCloud,76561198089414638,3180,300
ZUERA12,76561198084280687,358,10
76561198083661294,76561198083661294,0,205790
76561198043660058,76561198043660058,2732,4000
76561198095142204,76561198095142204,62,7000
BOB_200,76561198034974534,5171,4000
76561198070735033,76561198070735033,94,50
76561198018560501,76561198018560501,955,240
76561198069458790,76561198069458790,0,0
76561198010642927,76561198010642927,7775,4000
76561198051148175,76561198051148175,3028,4000
76561198047208452,76561198047208452,1756,4000
bcott,76561198066376745,0,0
rangi92,76561198060590391,0,0
generalale,76561198035099927,8,320
76561198027831921,76561198027831921,58700,4000
76561197992830435,76561197992830435,0,0
brendoboy,76561198070081938,51495,4000
76561198071234254,76561198071234254,1236,4000
76561198165870150,76561198165870150,3241,4000
76561198083049918,76561198083049918,552,21130
76561198072652548,76561198072652548,1549,220
76561197988934555,76561197988934555,0,0
Infixation,76561198092508814,3,220
76561198071162228,76561198071162228,729,4000
brodo764,76561198084478833,97,4700
76561198047304525,76561198047304525,53291,4000
76561198068855162,76561198068855162,2298,3910
76561197998217937,76561197998217937,0,0
76561197994969639,76561197994969639,47,4000
76561198200015694,76561198200015694,0,22300
76561198064016444,76561198064016444,39481,4000
minecraft123,76561198044182857,22377,240
76561197960694096,76561197960694096,0,10
JuanManSnipez,76561198079788896,221,240
Ben_Andy,76561198088398113,1299,2700
Bennysaputra,76561198095218545,24336,10
76561198067021476,76561198067021476,61,240
76561198190487725,76561198190487725,3187,4000
76561198045071942,76561198045071942,0,1900
76561198027081791,76561198027081791,138,320
Bhappiikhat,76561198077820099,8526,33910
76561198027046431,76561198027046431,113,4000
76561198087471896,76561198087471896,0,219870
76561198082863312,76561198082863312,0,205790
76561198063323473,76561198063323473,0,0
Ahahahahahahahahahahahahahahaha,76561198077285385,345,4000
BITCHPLESE,76561198088407186,13779,4000
Too_1337,76561198021712879,184,10
76561198069143001,76561198069143001,1,240
76561198074755143,76561198074755143,453,4000
limabeansaregross,76561198079216484,3,240
ChunkyAsCharged,76561198040852965,0,0
76561198075175410,76561198075175410,37501,4000
76561198045214274,76561198045214274,1050,11450
kinglemon1222,76561198062205562,16920,4000
76561198050404009,76561198050404009,1934,220
76561198030636321,76561198030636321,55,220
76561198007342405,76561198007342405,28,240
IJustWantedToTalk,76561198089612280,0,0
76561198081885254,76561198081885254,19237,4000
76561198034643189,76561198034643189,0,0
LlamasInNigjamas,76561198060719404,10017,4000
mavros88,76561198067568601,0,0
76561198048370750,76561198048370750,119,10
76561198035363871,76561198035363871,739,70
76561198080148967,76561198080148967,0,0
Hummingsenpai,76561198156157448,6,12120
bioturdz,76561198059368921,322,220
76561198018845815,76561198018845815,1577,15120
CHAAANG,76561198017794638,157,70
76561198056980314,76561198056980314,7452,4000
76561198077586769,76561198077586769,5208,4000
76561198043296029,76561198043296029,108,4000
76561198048737111,76561198048737111,0,0
bitmat,76561197966132503,8,10
76561198030806320,76561198030806320,0,0
76561198028483487,76561198028483487,157,220
Ghoster09,76561198075122935,6716,4000
76561198081496844,76561198081496844,34858,4000
180577,76561197969841865,99,10
BlackHeart,76561197989390390,12397,240
76561198105387448,76561198105387448,0,0
76561198078725425,76561198078725425,0,0
Barridos,76561198087322051,2418,10
76561198053775195,76561198053775195,626,4000
Blackhawk611,76561198066797197,65,220
MRSALM0N,76561198069125112,357,300
76561198090119638,76561198090119638,72,243870
76561198039778856,76561198039778856,2465,4760
76561198035782795,76561198035782795,0,240
76561198077278011,76561198077278011,3686,4000
76561197988863895,76561197988863895,267,550
76561198077116471,76561198077116471,0,205790
76561198007478325,76561198007478325,1665,2100
76561197988976770,76561197988976770,44,320
76561198042728201,76561198042728201,0,0
76561198171166530,76561198171166530,2875,4000
hbk1462,76561198071216195,2678,4000
76561198088724903,76561198088724903,0,0
BurntBlizzardZ,76561198025470631,0,0
blocks477,76561197966695501,0,0
76561198044500343,76561198044500343,741,220
76561198057521157,76561198057521157,1291,240
76561198053766465,76561198053766465,1538,4500
76561198083368833,76561198083368833,5904,4000
76561198057389499,76561198057389499,0,0
FHK,76561198006893092,237,6860
76561198082282442,76561198082282442,6781,4000
Blue333,76561198095017709,5562,4000
76561198030735076,76561198030735076,1405,4000
Bluegills,76561197971857001,0,10
76561197970931849,76561197970931849,0,0
BlueWombat5242,76561198061044569,0,0
76561198066253111,76561198066253111,14,240
rrbr,76561198054184029,385,240
13lazer,76561197982825956,15,300
76561198070259755,76561198070259755,204,220
76561198044344399,76561198044344399,30425,4000
76561197999613236,76561197999613236,27,300
RespekPlox,76561198065380469,44932,4000
76561198062288797,76561198062288797,0,8600
76561197989449545,76561197989449545,1123,240
bobseagull,76561198063180875,1861,240
bobsterman,76561198078156208,3272,4000
76561198068305940,76561198068305940,244,4000
bokkkbokkk,76561198006988360,0,0
bokkkbokkk,76561198006988360,0,0
Bonesdontrattlethem,76561198088996315,101,20
76561198062403736,76561198062403736,416,240
76561198073642113,76561198073642113,1809,240
76561198055648263,76561198055648263,89,10
boogs17,76561198055862832,41,10
76561198086083118,76561198086083118,0,240
76561198211433640,76561198211433640,1876,4000
76561198047032085,76561198047032085,0,205790
ilyjoepoe,76561198065377026,654,4000
Mantrouminati,76561198064694906,1609,4000
Gameguilder,76561198075040478,7312,4000
76561198064747645,76561198064747645,222,220
SamoanTurtle,76561198083366241,3724,4000
Booyahoo,76561198091679009,1940,240
hididdlyhoe,76561198078678953,0,0
76561198049456280,76561198049456280,0,3910
knuckleface,76561198017924351,2228,240
76561198027225504,76561198027225504,988,4000
dicksoutforboromir,76561198109890020,2481,1250
dropssdrop,76561198048500278,771,6880
76561198041245503,76561198041245503,12,4000
kafugax,76561198066166170,6147,730
probotsteve,76561198009437435,43,8600
76561198094177304,76561198094177304,57,4000
76561198069093971,76561198069093971,600,240
76561198060697096,76561198060697096,0,4000
76561197977543317,76561197977543317,0,220
boydo,76561197961575101,722,10
BrutalLegend69,76561198075914561,26602,4000
76561198007539695,76561198007539695,0,20
76561198064026657,76561198064026657,157,220
76561198024450886,76561198024450886,24460,4000
76561198057745573,76561198057745573,2742,212180
saint556,76561198072532181,2,10
Brayneeah,76561198074377328,1148,220
xythesis,76561198095132561,70,2400
76561198068581244,76561198068581244,23,4000
BreadCommanderz,76561198031904680,6638,4000
76561198079362142,76561198079362142,966,4000
brettebear,76561198044351307,1986,4000
76561198040467357,76561198040467357,372,240
metiqu,76561198170063410,0,3910
Brianseb,76561198089573805,0,0
restinspaghettineverforgetti,76561198155439370,91,240
spike_heart,76561198012192548,3063,240
brocky0405,76561198092607786,7232,4000
76561198046094676,76561198046094676,4605,4560
76561198087095625,76561198087095625,12,240
Vladimirputinisgreatman,76561198067411400,227,10
76561198082582573,76561198082582573,13225,4000
76561198053917005,76561198053917005,2300,22370
76561198067729563,76561198067729563,185,4000
76561198071647862,76561198071647862,4930,4000
Br0wni3,76561198143997105,125,10
76561198088957798,76561198088957798,14962,4000
76561197988846047,76561197988846047,0,10
sdarkneeds,76561198092232049,4724,4000
76561198046611233,76561198046611233,0,0
76561198079351819,76561198079351819,58,7970
Brutaka3,76561198023721166,1518,220
76561198093381429,76561198093381429,0,0
76561198085582521,76561198085582521,0,0
76561198065166613,76561198065166613,1,240
bobcookies69,76561198106328653,0,205790
1522188745,76561198067215145,11337,4000
76561198110065267,76561198110065267,42600,4000
thebtb,76561197996297264,4,1630
MoniqueTron,76561198079221660,1354,240
76561197961454067,76561197961454067,0,0
76561198059167106,76561198059167106,658,3830
76561198105270589,76561198105270589,1020,240
notbudds,76561198068935801,14,300
Trutle,76561198061749928,6770,4000
BugsyBro,76561198089820597,17618,4000
76561198041518533,76561198041518533,423,70
76561197989359805,76561197989359805,4,300
76561198078414685,76561198078414685,0,0
UNI-Juan,76561198103098166,2907,4000
Jyep,76561198070300902,10104,4000
76561198025636863,76561198025636863,1433,300
76561197978008006,76561197978008006,11,10
76561198074561346,76561198074561346,229,240
76561198094074209,76561198094074209,74890,4000
76561198054155652,76561198054155652,595,240
76561198036974255,76561198036974255,49,3830
76561198020272265,76561198020272265,125,240
743748734,76561198180820691,254,17080
burnilovescod,76561198025063452,0,0
BurningCassette,76561198101380486,895,220
R62153,76561198069320654,7515,4000
76561198087011672,76561198087011672,3069,4000
BushyGoom,76561198011494179,0,0
busternut,76561198101137754,10538,4000
76561198075981950,76561198075981950,80,10
76561198105846578,76561198105846578,10,20
Butteryyy,76561198075991823,8962,4000
76561198079326390,76561198079326390,81,220
76561198142749308,76561198142749308,86,2610
897w463824638109276,76561198059162034,347,220
76561198000468907,76561198000468907,0,0
Butterz,76561197975145008,0,10
8789568,76561198057331222,10107,4000
LondonKeyes,76561198036105408,0,0
76561198112547239,76561198112547239,929,4000
ByzGirl,76561198003843962,0,0
tongtel,76561198028946962,27,240
noblezinho,76561197994793863,171,550
76561198055646476,76561198055646476,0,0
76561198097794993,76561198097794993,3763,4000
C13GE,76561198073771299,333,70
C14M8S,76561198083932637,437,220
1122305938,76561198026885444,1894,220
76561198069050565,76561198069050565,27872,4000
Cabey64,76561198115379714,0,0
Cabjoy,76561198029384965,102,3830
76561198082278758,76561198082278758,453,4000
76561198053685392,76561198053685392,1,220
Stormaggen,76561198081975172,237,4000
gusvu,76561198044682452,1,15700
76561198059718900,76561198059718900,1310,240
Punixa,76561198061480029,2212,4000
76561198045679186,76561198045679186,1941,4000
76561198051084367,76561198051084367,37339,4000
76561198044402508,76561198044402508,545,220
76561198081987102,76561198081987102,2016,4000
76561197996741396,76561197996741396,0,0
calii,76561198089552840,48,10
76561198084718144,76561198084718144,1404,70
76561198077034833,76561198077034833,1207,240
calypto52,76561198045551885,65,4000
camduman,76561198088908490,87,220
camquarter,76561198027050521,400,220
76561198056859428,76561198056859428,7160,4000
aquelecaraqfazaquilo,76561198073703056,55,300
Camothecomando,76561198052835715,819,240
76561198079009374,76561198079009374,113,2400
76561197992910116,76561197992910116,1812,240
jonjon4351,76561198079206742,0,220
76561198043609375,76561198043609375,189,240
CandlewickNZ,76561198036906850,0,0
76561198071651813,76561198071651813,0,0
76561197989083035,76561197989083035,0,0
76561198008551473,76561198008551473,0,0
76561198039236799,76561198039236799,9402,240
ThePyrite99,76561198072135441,8,240
76561198062276935,76561198062276935,740,220
76561198097295378,76561198097295378,952,240
76561198036996272,76561198036996272,2,240
8m96,76561198095343243,23019,4000
76561198048121243,76561198048121243,17,10
CAPTAINVRITRAS,76561198072346152,430,20570
ConkerBirdy,76561197989113830,0,10
76561198078194423,76561198078194423,2379,4000
76561198067657905,76561198067657905,12447,4000
76561198070072786,76561198070072786,759,70
76561197966764681,76561197966764681,1,10
76561198069606031,76561198069606031,0,0
76561198007988939,76561198007988939,486,550
CapyOfficial,76561198150149340,39,33910
ca_ra_cal,76561198137242714,0,0
76561198067721589,76561198067721589,422,220
gsteambath,76561198069625777,225,240
76561198049715896,76561198049715896,599,240
76561197996092338,76561197996092338,0,10
carouserwhite,76561198050033941,586,220
76561198077709322,76561198077709322,65,10
76561198045631910,76561198045631910,133,13230
76561198063633577,76561198063633577,20,4000
76561198060576252,76561198060576252,1149,34030
76561198078670623,76561198078670623,1001,4000
Lord_Casso,76561198062920282,3240,4000
76561198058789410,76561198058789410,6874,3910
76561198050876555,76561198050876555,283,20900
76561198059948130,76561198059948130,5438,4000
76561198038766477,76561198038766477,3759,4700
76561198070087725,76561198070087725,359,240
76561198055483848,76561198055483848,0,0
76561198042335464,76561198042335464,628,3920
azkhernan123,76561198091698258,30956,10
76561198052180785,76561198052180785,986,300
fsfs546hd,76561198061222572,196,300
CCcorye,76561198053174885,26,240
76561198045283919,76561198045283919,1727,4000
76561198081438874,76561198081438874,275,4000
76561198078509867,76561198078509867,86,240
76561198046848291,76561198046848291,9291,240
WeabDestoryer,76561198065387781,5813,4000
76561198072411281,76561198072411281,6209,4000
76561198032143135,76561198032143135,0,0
CrazyGiraffe71,76561198053259222,0,220
76561198162056324,76561198162056324,0,99900
76561198240923172,76561198240923172,194,220
cgoober2000,76561198030622101,0,240
Chacob,76561198020897913,0,220
24902,76561198098050912,28950,4000
phoenixbasileus,76561197976041317,0,0
chalkmetal,76561198068470706,0,15100
kggj,76561198069207428,44,240
asdasdfsadgdfhfgjggj,76561198067576443,7066,4000
76561198060996316,76561198060996316,100,220
elheat,76561197983123822,983,220
bobjames1234,76561198057730824,0,34330
ElementalGodChaos,76561198069233677,542,3320
76561198077997574,76561198077997574,4888,300
76561198081095968,76561198081095968,1019,4000
76561198065784635,76561198065784635,2337,220
76561197971917242,76561197971917242,117,220
melonmaniac,76561198086065782,1699,4000
76561198083201608,76561198083201608,3792,4000
76561198048491595,76561198048491595,118,4000
76561198074108172,76561198074108172,8187,730
charmaps5,76561198059330108,0,0
76561198028094250,76561198028094250,2351,4000
mexz1999,76561198088617152,732,220
IchMasKung,76561198078500447,2364,4000
HoxtonPleaseDontSueMe,76561198114282815,1252,220
76561198051215704,76561198051215704,6,30
76561198058842042,76561198058842042,0,0
76561198074291619,76561198074291619,0,0
cheetahpocalypse,76561198069513853,6948,4000
76561198067182841,76561198067182841,933,4000
Axzothrift,76561198127742020,1110,4000
76561198066003101,76561198066003101,0,70
76561198283109848,76561198283109848,35,220
76561197960281419,76561197960281419,1403,10
Chermoil,76561198027263304,939,70
Urtle1,76561198025313381,0,240
76561198069408134,76561198069408134,0,0
76561198049867810,76561198049867810,7003,300
harharharharhar,76561198050545643,19530,4000
