genres,title,release_date,price,id,developer
Action,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19.99,32430,"LucasArts,Aspyr Studios"
RPG,Fallout 3: Game of the Year Edition,2009-10-13,19.99,22370,Bethesda Game Studios
"Strategy, Indie, Simulation",Gratuitous Space Battles: The Tribe,2009-12-16,5.99,41802,Positech Games
Simulation,Build-A-Lot,2007-10-02,9.99,38080,Hip Soft
Simulation,Build-A-Lot 2: Town of the Year,2008-04-29,9.99,38090,Hip Soft
Simulation,Build-A-Lot 3: Passport to Europe,2009-01-24,9.99,38100,Hip Soft
"Casual, Simulation",Coconut Queen,2009-12-17,9.99,38070,iWin
Casual,Roogoo,2009-12-17,1.99,38210,Spidermonk Entertainment
"Action, Adventure",Devil May Cry 4,2008-07-08,19.99,45700,Capcom
"Action, Indie, RPG",Avencast: Rise of the Mage,2010-03-17,9.99,46410,ClockStone Studios
Simulation,Build-A-Lot 4: Power Source,2009-08-12,9.99,38110,Hip Soft
"Action, Free to Play, Indie","Pirates, Vikings, and Knights II",2010-02-12,Free,17570,Octoshark Studios
Casual,Farm Frenzy 2,2008-08-27,4.99,38130,Alawar
Casual,Farm Frenzy 3: American Pie,2010-01-06,9.99,38160,Alawar
Casual,Farm Frenzy 3,2009-09-11,9.99,38150,Alawar
Casual,Farm Frenzy,2007-12-07,4.99,38120,Alawar
Casual,Farm Frenzy: Pizza Party,2009-02-18,4.99,38140,Alawar
Casual,Cake Mania Main Street™,2010-02-16,6.99,36300,Sandlot Games
"Strategy, Casual",Westward® IV: All Aboard,2010-02-16,6.99,36310,Sandlot Games
"Adventure, Casual",Iron Roses,2010-02-16,6.99,36320,Cateia Games
Strategy,UFO: Extraterrestrials Gold,2010-02-17,9.99,37030,Chaos Concept
Adventure,LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,19.99,32450,Traveller's Tales
"Action, Indie, Racing",Super Laser  Racer,2010-02-18,4.99,44100,New Star Games Ltd
Strategy,Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,0.99,25960,Paradox Interactive
Action,NecroVisioN: Lost Company,2010-02-19,6.99,46250,The Farm 51
Casual,Cradle of Persia,2007-12-01,9.99,38180,Awem Studio
Action,Aliens vs. Predator Swarm Map Pack,2010-03-18,7.49,10695,Rebellion
"Action, Indie",Serious Sam Classic: The First Encounter,2001-03-21,9.99,41050,Croteam
Simulation,Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19.99,24055,All Aboard
"Action, RPG",Mount &amp; Blade: Warband,2010-03-31,19.99,48700,TaleWorlds Entertainment
Action,Coniclysm,2010-03-26,4.99,39900,ZoopTEK
"Action, Indie",Plain Sight,2010-04-05,4.99,49900,Beatnik Games
Action,Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,42120,Fatshark
Action,Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.99,12220,Rockstar North / Toronto
"Action, Adventure",Dark Void™ Zero,2010-04-12,4.99,45730,Other Ocean Interactive
Indie,Fortix,2010-04-14,0.99,45400,Nemesys Games
"Action, Casual, Indie",Beat Hazard,2010-04-15,9.99,49600,Cold Beam Games
Adventure,Sam &amp; Max: The Devil’s Playhouse,2010-04-15,19.99,901399,Telltale Games
"Simulation, Strategy",M.U.D. TV,2010-04-19,9.99,43500,Realmforge Studios
Simulation,Wings of Luftwaffe Add-on,2010-04-19,4.99,45302,Gaijin Entertainment
"Adventure, Indie",The Misadventures of P.B. Winterbottom,2010-04-20,4.99,40930,The Odd Gentlemen
Action,AquaNox 2: Revelation,2003-08-19,4.99,39640,THQ Nordic
Action,AquaNox,2001-11-30,4.99,39630,THQ Nordic
"Casual, Indie",Fluttabyes,2010-04-20,1.99,23150,Red Chain Games Ltd.
Casual,Hidden Expedition: Titanic,2006-07-19,9.99,50940,Big Fish Games
"Casual, Indie",Hidden Expedition: Amazon,2008-06-19,9.99,50920,Big Fish Games
Strategy,Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)"
Casual,Fitness Dash™,2008-12-31,6.99,37340,Sarbakan
Casual,Gemini Lost™,2009-09-24,6.99,37390,PlayFirst
Casual,DinerTown Detective Agency™,2009-07-27,6.99,37310,Absolutist Ltd.
Casual,Mahjong Roadshow™,2007-10-19,6.99,37360,PlayFirst
Casual,Hotel Dash™ Suite Success™,2009-12-24,6.99,49000,PlayFirst
Casual,Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6.99,37330,PlayFirst
Casual,The Nightshift Code™,2008-02-11,6.99,37320,PlayFirst
Casual,TriJinx: A Kristine Kross Mystery™,2007-12-31,6.99,37370,PlayFirst
Casual,Valerie Porter and the Scarlet Scandal™,2009-12-21,6.99,37380,PlayFirst
"Action, Adventure, Casual",Biozone,2010-05-07,9.99,19080,G5 Entertainment
"Action, Adventure",Rocket Knight,2010-05-11,14.99,19030,Climax Studios
"Action, Indie",Flight of the Icarus,2010-05-12,4.99,49800,Muse Games
Casual,Puzzler World,2010-05-28,4.99,33650,Ideas Pad
"Action, Adventure",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19.99,901478,Ubisoft
"Casual, Indie",Ziro,2010-05-28,4.99,33660,Kokakiki
Action,Altered Beast™,2010-06-01,2.99,34281,SEGA
Action,Comix Zone™,2010-06-01,2.99,34272,SEGA
"Action, Adventure, Casual, RPG",SEGA Mega Drive and Genesis Classics,2010-06-01,61.99,34270,D3T Limited
Action,Golden Axe™,2010-06-01,2.99,34276,SEGA
Action,Ecco the Dolphin™,2010-06-01,2.99,34274,SEGA
Strategy,Gain Ground™,2010-06-01,2.99,34275,SEGA
Action,Shinobi™ III: Return of the Ninja Master,2010-06-01,2.99,34277,SEGA
Action,Crack Down™,2010-06-01,2.99,34273,SEGA
Action,VectorMan™,2010-06-01,2.99,34280,SEGA
Action,Shadow Dancer™,2010-06-01,2.99,34282,SEGA
Action,Space Harrier™ II,2010-06-01,2.99,34279,SEGA
"Action, RPG",Alpha Protocol™,2010-06-01,14.99,34010,Obsidian Entertainment
Action,Alien Breed: Impact,2010-06-03,9.99,22610,Team17 Software Ltd.
RPG,Fallout 3 - Point Lookout,2010-07-16,4.99,22440,Bethesda Game Studios
"Strategy, Indie",Defense Grid: Resurgence Map Pack 1,2010-06-02,0.99,18508,Hidden Path Entertainment
RPG,Fallout 3 - Mothership Zeta,2010-07-16,4.99,22430,Bethesda Game Studios
RPG,Fallout 3 - Broken Steel,2010-07-16,4.99,22410,Bethesda Game Studios
RPG,Fallout 3 - The Pitt,2010-07-16,4.99,22420,Bethesda Game Studios
Action,Alien Swarm,2010-07-19,Free,630,Valve
RPG,Fallout 3 - Operation Anchorage,2010-07-16,4.99,22400,Bethesda Game Studios
"Simulation, Strategy",SimCity™ 4 Deluxe Edition,2003-09-22,19.99,24780,"EA - Maxis,Aspyr (Mac)"
"Strategy, RPG",Disciples III - Renaissance Steam Special Edition,2010-07-16,14.99,33670,"Akella,.dat"
"Casual, Indie",Tidalis,2010-07-16,4.99,40420,"Arcen Games, LLC"
"Action, Casual, Indie",Razor2: Hidden Skies,2010-07-19,9.99,34920,Invent4 Entertainment
Strategy,The Settlers 7: Uncharted Land Map Pack,2010-07-21,3.99,48136,Blue Byte
RPG,Dimensity,2008-12-08,9.99,46720,Dagger Games
Action,Kane &amp; Lynch 2: Dog Days,2010-08-17,9.99,28000,IO Interactive
"Simulation, Strategy",The Guild II Renaissance,2010-07-28,9.99,39680,Rune Forge
Strategy,Hearts of Iron III DLC: German II Spritepack,2010-07-26,0.99,25962,Paradox Interactive
Simulation,Trainz Simulator DLC: Blue Comet,2010-08-06,19.99,24634,N3V Games
Strategy,Fantasy Wars,2010-08-06,4.99,63900,Ino-Co
Action,Mafia II,2011-03-22,29.99,50130,"2K Czech,Feral Interactive (Mac)"
Simulation,Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4.99,24075,Dovetail Games
"RPG, Casual",Puzzle Quest 2,2010-08-12,9.99,47540,Infinite Interactive
Action,Burn Zombie Burn!,2010-08-12,9.99,50510,doublesix
Indie,Madballs B*D*I Clan Skins,2010-08-16,1.99,25760,Playbrains
Indie,Madballs Scorched Evolution Skin Rollup,2010-08-16,1.99,25763,Playbrains
Indie,Madballs BDI Evolution Skin Rollup,2010-08-16,1.99,25762,Playbrains
Indie,Madballs Holiday Skin Rollup,2010-08-16,2.99,25764,Playbrains
Strategy,Victoria I Complete,2010-08-20,9.99,42980,Paradox Development Studio
Simulation,Ship Simulator Extremes,2010-08-27,19.99,48800,VStep
Strategy,Worms Reloaded,2010-08-26,19.99,22600,Team17 Digital Ltd
"Indie, Simulation, Strategy",Making History II: The War of the World,2010-06-22,14.99,46770,Muzzy Lane Software
"Action, Simulation, Strategy",Arma 2: British Armed Forces,2010-08-27,8.99,65700,Bohemia Interactive
Strategy,Victoria II,2010-08-30,19.99,42960,Paradox Development Studio
Indie,Madballs Scorched Clan Skins,2010-08-16,1.99,25761,Playbrains
Action,Kane &amp; Lynch 2: The Doggie Bag,2010-08-31,5.99,28010,IO Interactive
Action,Kane &amp; Lynch 2: Multiplayer Masks Pack,2010-08-31,1.99,28012,IO Interactive
Simulation,Trainz: Classic Cabon City,2010-09-01,19.99,24640,N3V Games
Action,Kane &amp; Lynch 2: Alliance Weapon Pack,2010-08-31,2.99,28011,IO Interactive
Strategy,Cossacks: Back to War,2002-11-01,4.99,4850,GSC Game World
Adventure,Broken Sword: Director's Cut,2010-09-02,5.99,57640,Revolution Software Ltd
Casual,Chime,2010-09-06,4.99,62100,Zoë Mode
Action,Mafia II DLC: Jimmy's Vendetta,2010-09-06,9.99,50145,"2K Czech,Feral Interactive (Mac)"
Action,Sniper: Ghost Warrior - Map Pack,2010-09-08,1.99,34841,City Interactive
"Action, Indie",VVVVVV,2010-09-07,4.99,70300,Terry Cavanagh
Strategy,The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,3.99,48137,Blue Byte
"Action, Adventure, Indie",Amnesia: The Dark Descent,2010-09-08,19.99,57300,Frictional Games
"RPG, Indie",Recettear: An Item Shop's Tale,2010-09-10,19.99,70400,EasyGameStation
"Action, Casual, Indie",Swarm Arena,2010-08-19,3.99,46600,Dedication Games
"Action, Simulation",Super Thunder Blade™,2010-09-13,2.99,34314,SEGA
Action,Galaxy Force II™,2010-09-13,2.99,34310,SEGA
Simulation,Hacker Evolution,2010-09-14,4.99,70100,exosyphen studios
"Indie, Simulation",Hacker Evolution: Untold,2010-09-14,4.99,70110,exosyphen studios
"Casual, Indie",Faerie Solitaire,2010-09-17,9.99,38600,Subsoap
Strategy,Patrician IV - Steam Special Edition,2010-09-17,14.99,57620,Gaming Minds Studios
Action,Bonanza Bros.™,2010-09-13,2.99,34284,SEGA
"RPG, Strategy",King's Bounty: Crossworlds,2010-09-17,14.99,63910,Katauri Interactive
Simulation,Train Simulator: Green &amp; Gold HST DMU Add-On,2010-09-17,4.99,24082,Dovetail Games
Strategy,Sid Meier's Civilization® V,2010-09-21,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)"
Strategy,Commander: Conquest of the Americas - Colonial Navy,2010-09-21,4.99,49310,Nitro Games
"Action, Indie",Serious Sam Classic: The Second Encounter,2002-02-05,9.99,41060,Croteam
"Indie, Strategy",Star Ruler,2010-09-20,9.99,70900,Blind Mind Studios
"Action, Adventure",Blade Kitten,2010-09-22,2.99,9940,Krome Studios
Action,Alien Breed 2: Assault,2010-09-22,9.99,22650,Team17 Digital Ltd
"Action, Adventure",Darksiders™,2010-09-23,19.99,50620,Vigil Games
"Simulation, Strategy",X: Beyond the Frontier,1999-07-01,4.99,2840,Egosoft
Strategy,The Kings' Crusade,2010-10-08,9.99,42920,NeoCoreGames
"Action, RPG, Massively Multiplayer",Guild Wars: Eye of the North®,2007-08-31,19.99,29700,ArenaNet®
"Simulation, Strategy",X: Tension,2000-06-01,4.99,2850,Egosoft
"RPG, Strategy",Age of Wonders II: The Wizard's Throne,,9.99,61510,Triumph Studios
"Adventure, Casual, Simulation",Governor of Poker 2,2010-10-11,7.99,70200,I Sioux Game Productions B.V.
"Adventure, Casual, Indie, Simulation",Governor of Poker 2 - Premium Edition,2010-10-11,14.99,70210,I Sioux Game Productions B.V.
"RPG, Strategy",Age of Wonders Shadow Magic,,9.99,61520,Triumph Studios
"RPG, Strategy",Age of Wonders,,5.99,61500,Triumph Studios
Action,Medal of Honor™,2010-10-12,19.99,47790,Electronic Arts
"Indie, RPG, Strategy",Grotesque Tactics: Evil Heroes,2010-10-15,9.99,46450,"Headup Games,Silent Dreams"
"Action, Adventure",Lost Planet® 2,2010-10-15,19.99,45750,"CAPCOM CO., LTD."
"Adventure, Casual, Indie",Doc Clock: The Toasted Sandwich of Time,2010-10-15,4.99,57800,Stickmen Studios
"Action, RPG",Fallout: New Vegas,2010-10-19,9.99,22380,Obsidian Entertainment
"Action, Casual, Indie",The Polynomial - Space of the music,2010-10-15,6.99,67000,Dmytry Lavrov
"Adventure, Indie",Puzzle Bots,2010-10-22,4.99,80300,Ivy Games
"Indie, Racing",Nimbus,2010-10-25,9.99,50000,Noumenon Games
Strategy,Civilization V - Babylon (Nebuchadnezzar II),2010-10-25,4.99,16868,"Firaxis Games,Aspyr (Mac, Linux)"
"Action, Indie, RPG",DeathSpank,2010-10-25,14.99,18040,Hothead Games
"Action, Simulation",Virtua Fighter™ 2,2010-10-26,2.99,71115,SEGA
Casual,Columns™ III,2010-10-26,2.99,34317,SEGA
RPG,Sword of Vermilion™,2010-10-26,2.99,71114,SEGA
Action,Golden Axe™ II,2010-10-26,2.99,71112,SEGA
"Action, Adventure",Sonic The Hedgehog,2010-10-26,4.99,71113,SEGA
Adventure,Ecco™: The Tides of Time,2010-10-26,2.99,34319,SEGA
Action,Bio-Hazard Battle™,2010-10-26,2.99,34316,SEGA
Action,Alien Storm,2010-10-26,2.99,34315,SEGA
"Action, Indie",Shank,2010-10-25,9.99,6120,Klei Entertainment
"Action, Adventure, Indie",The Ball,2010-10-26,9.99,35460,Teotl Studios
Action,STAR WARS™: The Force Unleashed™ II,2010-10-26,19.99,32500,Aspyr Studios
"Action, Casual",Flight Control HD,2010-11-18,4.99,62000,Firemint
"RPG, Simulation, Strategy",Patrician III,2010-11-18,4.99,33570,Ascaron Entertainment ltd.
"Action, Casual, Indie",BIT.TRIP BEAT,2010-11-02,9.99,63700,Gaijin Games
"Simulation, Strategy",Theatre of War 2 - Battle for Caen,2010-11-02,1.99,46362,1C Company
Casual,Woody Two-Legs: Attack of the Zombie Pirates,2010-11-02,4.99,49320,Nitro Games
"Adventure, Indie",Clones,2010-11-18,4.99,72400,Tomkorp Computer Solutions Inc.
Strategy,Victoria II: Interwar Spritepack,2010-11-02,1.99,42964,Paradox Interactive
Action,Front Mission Evolved: Wanzer Pack 2,2010-11-02,3.99,43011,Double Helix Games
Action,Pound of Ground,2010-11-05,9.99,33980,Centauri Production
Casual,Pat &amp; Mat,2009-10-01,6.99,65710,Centauri Production
Adventure,Alternativa,2010-11-03,12.99,33990,Centauri Production
"Casual, Indie",Fish Fillets 2,2007-04-05,4.99,33950,Altar Games
"Strategy, Indie",Archon Classic,2010-11-02,9.99,65400,React Games
Action,Call of Duty®: Black Ops,2010-11-09,39.99,42700,Treyarch
"Indie, Casual",Rhythm Zone Tornado Visualizer DLC,2010-11-09,0.99,38923,Sonic Boom Games
"Casual, Indie",Arcadia,2010-12-02,4.99,72500,Joshyy
"Action, Adventure, Strategy",Oddworld: Munch's Oddysee,2010-12-20,4.99,15740,Oddworld Inhabitants
"Indie, Casual",Rhythm Zone DJ Table Visualizer DLC,2010-11-09,1.99,38924,Sonic Boom Games
"Action, Adventure, Strategy",Oddworld: Stranger's Wrath HD,2010-12-20,9.99,15750,Oddworld Inhabitants
"Casual, Indie",Clickr,2010-12-23,4.99,45500,"Ntreev Soft Co., Ltd."
Adventure,Back to the Future: The Game,2010-12-23,19.99,31290,Telltale Games
Action,Grand Theft Auto III,2002-05-21,9.99,12100,Rockstar Games
Action,Grand Theft Auto: San Andreas,2005-06-06,14.99,12120,Rockstar Games
"Action, Adventure",Lara Croft GoL: Raziel and Kain Character Pack,2011-01-07,3.49,35135,Crystal Dynamics Inc.
"Action, Adventure",Lara Croft GoL: Things that Go Boom - Challenge Pack 2,2011-01-07,3.49,35137,Crystal Dynamics Inc.
"Action, Adventure",Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,2011-01-07,3.49,35138,Crystal Dynamics
"Action, Adventure",Lara Croft GoL: All the Trappings - Challenge Pack 1,2011-01-07,3.49,35136,Crystal Dynamics Inc.
Action,Grand Theft Auto: Vice City,2003-05-13,9.99,12110,Rockstar Games
"Action, Indie",Zeit²,2011-01-12,9.99,33390,Brightside Games
"Action, Indie",A.R.E.S.: Extinction Agenda,2011-01-20,4.99,92300,Extend Studio
"Action, Indie, Strategy",APOX,2011-01-20,14.99,80000,BlueGiant Interactive
Action,Dead Space™ 2,2011-01-25,19.99,47780,Visceral Games
"Adventure, Casual",Drawn®: The Painted Tower,2011-01-19,9.99,51060,Big Fish Studios
Adventure,Kaptain Brawe: A Brawe New World,2011-01-20,4.99,65080,Cateia Games
"Action, Strategy, Indie, Sports",Monday Night Combat,2011-01-24,4.99,63200,Uber Entertainment
"Action, Adventure, Casual",Luxor: 5th Passage,2011-01-25,9.99,60340,MumboJumbo
Action,Alien Soldier,2011-01-26,2.99,71116,SEGA
RPG,Shining in the Darkness,2011-01-26,2.99,71161,SEGA
RPG,Light Crusader,2011-01-26,2.99,71119,SEGA
RPG,Landstalker: The Treasures of King Nole,2011-01-26,2.99,71118,SEGA
Action,Gunstar Heroes,2011-01-26,2.99,71117,SEGA
Adventure,ToeJam &amp; Earl,2011-01-26,4.99,71166,SEGA
Action,Streets of Rage 2,2011-01-26,2.99,71165,SEGA
"Action, Adventure",Sonic The Hedgehog 2,2011-01-26,4.99,71163,SEGA
Action,Streets of Rage,2011-01-26,2.99,71164,SEGA
RPG,Shining Force II,2011-01-26,2.99,71160,SEGA
RPG,Shining Force,2011-01-26,2.99,71120,SEGA
Simulation,The Sims™ 3,2009-06-02,19.99,47890,The Sims Studio
Simulation,Ship Simulator Extremes: Sigita Pack,2011-01-26,3.99,48802,VStep
Simulation,The Sims™ 3 Fast Lane Stuff,2010-09-07,19.99,47896,The Sims Studio
Simulation,The Sims™ 3 World Adventures,2009-11-17,19.99,47892,The Sims Studio
Simulation,The Sims™ 3 Late Night,2010-10-26,19.99,47894,The Sims Studio
Simulation,The Sims™ 3 Ambitions,2010-06-02,19.99,47893,The Sims Studio
Simulation,The Sims™ 3 High-End Loft Stuff,2010-02-02,19.99,47895,The Sims Studio
"Casual, Indie",Trino,2011-01-27,4.99,42000,Trinoteam
Casual,Mishap 2: An Intentional Haunting - Collector's Edition,2011-01-28,14.99,47570,Virtual Prophecy Entertainment
Simulation,The Sims™ 3 Outdoor Living Stuff,2011-02-01,19.99,47897,The Sims Studio
"Action, Casual, Indie",Who's That Flying?!,2011-01-31,5.99,57700,Mediatonic
"Adventure, Casual",Myst: Masterpiece Edition,2011-02-02,5.99,63660,Cyan Worlds
Strategy,Guardians of Graxia: Elves &amp; Dwarves,2011-02-01,2.99,90504,Petroglyph
RPG,Two Worlds II HD,2011-02-03,19.99,7520,Reality Pump Studios
Racing,Test Drive Unlimited 2,,19.99,9930,Eden Studios
RPG,King Arthur: The Druids,2011-02-03,3.99,24449,NeoCoreGames
"Strategy, Indie, Simulation",Gratuitous Space Battles: Galactic Conquest,2011-02-11,6.99,41814,Positech Games
Strategy,The Kings' Crusade: New Allies,2011-02-09,3.99,42925,NeoCoreGames
"RPG, Strategy",DUNGEONS - Steam Special Edition,2011-02-10,9.99,57650,Realmforge Studios
"Indie, Strategy",AI War: Light of the Spire,2011-02-14,4.99,40407,"Arcen Games, LLC"
RPG,Drakensang: The River of Time,2011-01-11,19.99,33770,DTP
Strategy,RISK™: Factions,2011-03-08,9.99,47800,Stainless Games
"Casual, Strategy",Crazy Machines 2: Time Travel Add-On,2011-03-11,4.99,18408,Fakt Software
"Action, Indie",BIT.TRIP RUNNER,2011-02-28,9.99,63710,Gaijin Games
Action,Homefront,2011-03-14,19.99,55100,"Kaos Studios,Digital Extremes"
"Casual, Indie, Simulation, Strategy",Fate of the World,2011-02-28,9.99,80200,Red Redemption
Indie,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,2.99,92400,Copenhagen Game Collective
Strategy,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011-02-28,0.99,56435,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Strategy,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011-02-28,2.99,56433,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Strategy,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28,0.99,56432,"Relic Entertainment,Feral interactive (Mac/Linux)"
Strategy,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011-02-28,0.99,56431,"Relic Entertainment,Feral interactive (Mac/Linux)"
"Free to Play, Massively Multiplayer, RPG",RIFT,2013-10-24,Free to Play,39120,Trion Worlds
Strategy,"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,29.99,56437,"Relic Entertainment,Feral Interactive (Mac/Linux)"
"Indie, Casual",Dinner Date,2011-03-01,3.99,94000,Stout Games
Strategy,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28,2.99,56434,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Action,Shadow Harvest: Phantom Ops,2011-04-05,9.99,92700,Black Lion Studios
Simulation,Cities in Motion: Design Classics,2011-04-05,3.99,73012,Colossal Order Ltd.
Simulation,Ship Simulator Extremes: Ferry Pack,2011-04-05,3.99,48803,VStep
Strategy,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06,6.99,56536,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Racing,STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08,3.99,44620,SimBin
"Action, Indie, Strategy",Anomaly: Warzone Earth,2011-04-08,9.99,91200,11 bit studios
Strategy,Armada 2526,2010-06-10,14.99,46790,Ntronium Games
Strategy,Darkest Hour: A Hearts of Iron Game,2011-04-08,9.99,73170,Martin Ivanov
"Strategy, RPG",Dungeons: Into the Dark DLC Pack,2011-04-11,3.99,57655,Realmforge Studios
"Action, Indie",Dino D-Day,2011-04-08,9.99,70000,800 North and Digital Ranch
Strategy,Patrician IV: Rise of a Dynasty,2011-04-11,9.99,57730,Gaming Minds Studios
